;grid;letters;locs;encoding_stim;incorr_locs;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc
3734;"[array([['Х', 'Х', 'Г'],
       ['Х', 'Х', 'Х'],
       ['П', 'М', 'Ш']], dtype='<U1')]";['Г', 'П', 'М', 'Ш'];[2, 6, 7, 8];grid_13085.png;[0, 1, 3, 5];['Т', 'Л', 'К', 'Д', 'Ж', 'Ф'];[8, 0, 3, 6];[1, 2, 5, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ш': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]}
3735;"[array([['Х', 'Х', 'Х'],
       ['Ш', 'Х', 'П'],
       ['М', 'Г', 'Х']], dtype='<U1')]";['Ш', 'П', 'М', 'Г'];[3, 5, 6, 7];grid_13086.png;[0, 1, 2, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ф'];[1, 7, 0, 3];[2, 5, 6, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ш': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]}
3736;"[array([['Х', 'Х', 'Х'],
       ['Г', 'Х', 'П'],
       ['Ш', 'Х', 'М']], dtype='<U1')]";['Г', 'П', 'Ш', 'М'];[3, 5, 6, 8];grid_13087.png;[0, 1, 2, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ф'];[1, 7, 0, 6];[2, 3, 5, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ш': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]}
3737;"[array([['Х', 'Х', 'Х'],
       ['Ш', 'Х', 'Г'],
       ['Х', 'П', 'М']], dtype='<U1')]";['Ш', 'Г', 'П', 'М'];[3, 5, 7, 8];grid_13088.png;[0, 1, 2, 6];['Т', 'Л', 'К', 'Д', 'Ж', 'Ф'];[1, 7, 3, 6];[0, 2, 5, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ш': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]}
3738;"[array([['Х', 'Х', 'Х'],
       ['Ш', 'Х', 'Х'],
       ['М', 'Г', 'П']], dtype='<U1')]";['Ш', 'М', 'Г', 'П'];[3, 6, 7, 8];grid_13089.png;[0, 1, 2, 5];['Т', 'Л', 'К', 'Д', 'Ж', 'Ф'];[1, 0, 3, 6];[2, 5, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ш': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]}
3739;"[array([['Х', 'Х', 'Х'],
       ['Х', 'Х', 'П'],
       ['М', 'Г', 'Ш']], dtype='<U1')]";['П', 'М', 'Г', 'Ш'];[5, 6, 7, 8];grid_13090.png;[0, 1, 2, 3];['Т', 'Л', 'К', 'Д', 'Ж', 'Ф'];[7, 0, 3, 6];[1, 2, 5, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ш': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]}
3740;"[array([['Г', 'М', 'П'],
       ['Ф', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Г', 'М', 'П', 'Ф'];[0, 1, 2, 3];grid_13091.png;[5, 6, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 8, 1];[0, 3, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3741;"[array([['П', 'Ф', 'М'],
       ['Х', 'Х', 'Г'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'Ф', 'М', 'Г'];[0, 1, 2, 5];grid_13092.png;[3, 6, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 8, 7];[0, 1, 3, 6];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3742;"[array([['М', 'Г', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['М', 'Г', 'Ф', 'П'];[0, 1, 2, 6];grid_13093.png;[3, 5, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 8, 0];[1, 3, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3743;"[array([['Г', 'П', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['Г', 'П', 'Ф', 'М'];[0, 1, 2, 7];grid_13094.png;[3, 5, 6, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 8, 3];[0, 1, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3744;"[array([['Г', 'П', 'М'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Г', 'П', 'М', 'Ф'];[0, 1, 2, 8];grid_13095.png;[3, 5, 6, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 8, 6];[0, 1, 3, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3745;"[array([['Ф', 'Г', 'Х'],
       ['П', 'Х', 'М'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Г', 'П', 'М'];[0, 1, 3, 5];grid_13096.png;[2, 6, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 1, 7];[0, 3, 6, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3746;"[array([['П', 'М', 'Х'],
       ['Г', 'Х', 'Х'],
       ['Ф', 'Х', 'Х']], dtype='<U1')]";['П', 'М', 'Г', 'Ф'];[0, 1, 3, 6];grid_13097.png;[2, 5, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 1, 0];[3, 6, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3747;"[array([['П', 'Г', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['П', 'Г', 'Ф', 'М'];[0, 1, 3, 7];grid_13098.png;[2, 5, 6, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 1, 3];[0, 6, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3748;"[array([['М', 'Г', 'Х'],
       ['П', 'Х', 'Х'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['М', 'Г', 'П', 'Ф'];[0, 1, 3, 8];grid_13099.png;[2, 5, 6, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 1, 6];[0, 3, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3749;"[array([['М', 'Ф', 'Х'],
       ['Х', 'Х', 'П'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['М', 'Ф', 'П', 'Г'];[0, 1, 5, 6];grid_13100.png;[2, 3, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 7, 0];[1, 3, 6, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3750;"[array([['П', 'Ф', 'Х'],
       ['Х', 'Х', 'М'],
       ['Х', 'Г', 'Х']], dtype='<U1')]";['П', 'Ф', 'М', 'Г'];[0, 1, 5, 7];grid_13101.png;[2, 3, 6, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 7, 3];[0, 1, 6, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3751;"[array([['Г', 'П', 'Х'],
       ['Х', 'Х', 'М'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Г', 'П', 'М', 'Ф'];[0, 1, 5, 8];grid_13102.png;[2, 3, 6, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 7, 6];[0, 1, 3, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3752;"[array([['П', 'М', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'Г', 'Х']], dtype='<U1')]";['П', 'М', 'Ф', 'Г'];[0, 1, 6, 7];grid_13103.png;[2, 3, 5, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 0, 3];[1, 6, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3753;"[array([['Ф', 'П', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Г', 'Х', 'М']], dtype='<U1')]";['Ф', 'П', 'Г', 'М'];[0, 1, 6, 8];grid_13104.png;[2, 3, 5, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 0, 6];[1, 3, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3754;"[array([['П', 'Г', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'М', 'Ф']], dtype='<U1')]";['П', 'Г', 'М', 'Ф'];[0, 1, 7, 8];grid_13105.png;[2, 3, 5, 6];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 5, 3, 6];[0, 1, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3755;"[array([['П', 'Х', 'М'],
       ['Ф', 'Х', 'Г'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'М', 'Ф', 'Г'];[0, 2, 3, 5];grid_13106.png;[1, 6, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 8, 1, 7];[0, 3, 5, 6];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3756;"[array([['Ф', 'Х', 'М'],
       ['П', 'Х', 'Х'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['Ф', 'М', 'П', 'Г'];[0, 2, 3, 6];grid_13107.png;[1, 5, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 8, 1, 0];[3, 5, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3757;"[array([['Г', 'Х', 'П'],
       ['Ф', 'Х', 'Х'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['Г', 'П', 'Ф', 'М'];[0, 2, 3, 7];grid_13108.png;[1, 5, 6, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 8, 1, 3];[0, 5, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3758;"[array([['П', 'Х', 'М'],
       ['Г', 'Х', 'Х'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['П', 'М', 'Г', 'Ф'];[0, 2, 3, 8];grid_13109.png;[1, 5, 6, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 8, 1, 6];[0, 3, 5, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3759;"[array([['Ф', 'Х', 'Г'],
       ['Х', 'Х', 'М'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Г', 'М', 'П'];[0, 2, 5, 6];grid_13110.png;[1, 3, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 8, 7, 0];[1, 3, 5, 6];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3760;"[array([['Ф', 'Х', 'Г'],
       ['Х', 'Х', 'П'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['Ф', 'Г', 'П', 'М'];[0, 2, 5, 7];grid_13111.png;[1, 3, 6, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 8, 7, 3];[0, 1, 5, 6];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3761;"[array([['Ф', 'Х', 'П'],
       ['Х', 'Х', 'Г'],
       ['Х', 'Х', 'М']], dtype='<U1')]";['Ф', 'П', 'Г', 'М'];[0, 2, 5, 8];grid_13112.png;[1, 3, 6, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 8, 7, 6];[0, 1, 3, 5];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3762;"[array([['Г', 'Х', 'П'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'М', 'Х']], dtype='<U1')]";['Г', 'П', 'Ф', 'М'];[0, 2, 6, 7];grid_13113.png;[1, 3, 5, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 8, 0, 3];[1, 5, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3763;"[array([['Г', 'Х', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['Х', 'М', 'П']], dtype='<U1')]";['Г', 'Ф', 'М', 'П'];[0, 2, 7, 8];grid_13115.png;[1, 3, 5, 6];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 8, 3, 6];[0, 1, 5, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3764;"[array([['Ф', 'Х', 'Х'],
       ['Г', 'Х', 'П'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Г', 'П', 'М'];[0, 3, 5, 6];grid_13116.png;[1, 2, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 1, 7, 0];[3, 5, 6, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3765;"[array([['Ф', 'Х', 'Х'],
       ['М', 'Х', 'П'],
       ['Х', 'Г', 'Х']], dtype='<U1')]";['Ф', 'М', 'П', 'Г'];[0, 3, 5, 7];grid_13117.png;[1, 2, 6, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 1, 7, 3];[0, 5, 6, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3766;"[array([['Г', 'Х', 'Х'],
       ['П', 'Х', 'М'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Г', 'П', 'М', 'Ф'];[0, 3, 5, 8];grid_13118.png;[1, 2, 6, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 1, 7, 6];[0, 3, 5, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3767;"[array([['П', 'Х', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['М', 'Г', 'Х']], dtype='<U1')]";['П', 'Ф', 'М', 'Г'];[0, 3, 6, 7];grid_13119.png;[1, 2, 5, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 1, 0, 3];[5, 6, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3768;"[array([['М', 'Х', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['П', 'Х', 'Г']], dtype='<U1')]";['М', 'Ф', 'П', 'Г'];[0, 3, 6, 8];grid_13120.png;[1, 2, 5, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 1, 0, 6];[3, 5, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3769;"[array([['Г', 'Х', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Х', 'П', 'М']], dtype='<U1')]";['Г', 'Ф', 'П', 'М'];[0, 3, 7, 8];grid_13121.png;[1, 2, 5, 6];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 1, 3, 6];[0, 5, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3770;"[array([['Г', 'Х', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['М', 'П', 'Х']], dtype='<U1')]";['Г', 'Ф', 'М', 'П'];[0, 5, 6, 7];grid_13122.png;[1, 2, 3, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 7, 0, 3];[1, 5, 6, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3771;"[array([['П', 'Х', 'Х'],
       ['Х', 'Х', 'М'],
       ['Г', 'Х', 'Ф']], dtype='<U1')]";['П', 'М', 'Г', 'Ф'];[0, 5, 6, 8];grid_13123.png;[1, 2, 3, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 7, 0, 6];[1, 3, 5, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3772;"[array([['Ф', 'Х', 'Х'],
       ['Х', 'Х', 'М'],
       ['Х', 'Г', 'П']], dtype='<U1')]";['Ф', 'М', 'Г', 'П'];[0, 5, 7, 8];grid_13124.png;[1, 2, 3, 6];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 7, 3, 6];[0, 1, 5, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3773;"[array([['Ф', 'Х', 'Х'],
       ['Х', 'Х', 'Х'],
       ['П', 'М', 'Г']], dtype='<U1')]";['Ф', 'П', 'М', 'Г'];[0, 6, 7, 8];grid_13125.png;[1, 2, 3, 5];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[2, 0, 3, 6];[1, 5, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3774;"[array([['Х', 'Ф', 'Г'],
       ['М', 'Х', 'П'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Г', 'М', 'П'];[1, 2, 3, 5];grid_13126.png;[0, 6, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 1, 7];[0, 2, 3, 6];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3775;"[array([['Х', 'Ф', 'П'],
       ['Г', 'Х', 'Х'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['Ф', 'П', 'Г', 'М'];[1, 2, 3, 6];grid_13127.png;[0, 5, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 1, 0];[2, 3, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3776;"[array([['Х', 'М', 'Ф'],
       ['Г', 'Х', 'Х'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['М', 'Ф', 'Г', 'П'];[1, 2, 3, 7];grid_13128.png;[0, 5, 6, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 1, 3];[0, 2, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3777;"[array([['Х', 'Г', 'П'],
       ['М', 'Х', 'Х'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Г', 'П', 'М', 'Ф'];[1, 2, 3, 8];grid_13129.png;[0, 5, 6, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 1, 6];[0, 2, 3, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3778;"[array([['Х', 'М', 'Ф'],
       ['Х', 'Х', 'Г'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['М', 'Ф', 'Г', 'П'];[1, 2, 5, 6];grid_13130.png;[0, 3, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 7, 0];[1, 2, 3, 6];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3779;"[array([['Х', 'Ф', 'Г'],
       ['Х', 'Х', 'П'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['Ф', 'Г', 'П', 'М'];[1, 2, 5, 7];grid_13131.png;[0, 3, 6, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 7, 3];[0, 1, 2, 6];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3780;"[array([['Х', 'М', 'П'],
       ['Х', 'Х', 'Г'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['М', 'П', 'Г', 'Ф'];[1, 2, 5, 8];grid_13132.png;[0, 3, 6, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 7, 6];[0, 1, 2, 3];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3781;"[array([['Х', 'М', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['Г', 'П', 'Х']], dtype='<U1')]";['М', 'Ф', 'Г', 'П'];[1, 2, 6, 7];grid_13133.png;[0, 3, 5, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 0, 3];[1, 2, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3782;"[array([['Х', 'П', 'Г'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'Х', 'М']], dtype='<U1')]";['П', 'Г', 'Ф', 'М'];[1, 2, 6, 8];grid_13134.png;[0, 3, 5, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 0, 6];[1, 2, 3, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3783;"[array([['Х', 'Г', 'М'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ф', 'П']], dtype='<U1')]";['Г', 'М', 'Ф', 'П'];[1, 2, 7, 8];grid_13135.png;[0, 3, 5, 6];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 8, 3, 6];[0, 1, 2, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3784;"[array([['Х', 'Ф', 'Х'],
       ['Г', 'Х', 'П'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Г', 'П', 'М'];[1, 3, 5, 6];grid_13136.png;[0, 2, 7, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 1, 7, 0];[2, 3, 6, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3785;"[array([['Х', 'М', 'Х'],
       ['Г', 'Х', 'П'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['М', 'Г', 'П', 'Ф'];[1, 3, 5, 8];grid_13138.png;[0, 2, 6, 7];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 1, 7, 6];[0, 2, 3, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
3786;"[array([['Х', 'Ф', 'Х'],
       ['Г', 'Х', 'Х'],
       ['П', 'М', 'Х']], dtype='<U1')]";['Ф', 'Г', 'П', 'М'];[1, 3, 6, 7];grid_13139.png;[0, 2, 5, 8];['Т', 'Л', 'К', 'Д', 'Ж', 'Ш'];[5, 1, 0, 3];[2, 6, 7, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ф': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]}
